Lab No,Crop 2023,Planting Method,Tillage,Soil Type,Cover Crop,Crop_Diversity,Grazing,Fertilization,Lime,Longtitude,Latitude,Field,Sample_ID,Season,Date_Rept,B_Depth,E_Depth,pH,Buffer_pH,Salts,Excess_Lime,OM%,AA_K,M3_S,DTPA_Zn,M3_Fe,DTPA_Mn,DTPA_Cu,AA_Ca,AA_Mg,AA_Na,CEC,%Hsat,%Ksat,%Casat,%Mgsat,%Nasat,M3_P,NO3_N_H2O,OC_H2O_mg/kg,ON_H2O_mg/kg,CN_H2O,,Aggstab1_2mm,BulkAgStab1_2mm,NH4_N_H2O,CO2_24hr,WSA_Mod,N_H2O,SoilHealth,%MAC,ON_release_ppm,ON_reserve_ppm,H3A_NO3,H3A_NH4,H3A_IN,H3A_P,H3A_IP,H3A_OP,H3A_ICAPK,H3A_ICAPCa,H3A_ICAPAl,H3A_ICAPFe,H3A_ICAPS,H3A_ICAPZn,H3A_ICAPMn,H3ACu,H3A_ICAPMg,H3A_ICAPNa,Biomass,Diversity_Index,Bacteria%,TotalBacteriabiomass,Actinomycetes%,Actinomycetes_Biomass,Gram_neg%,Gram_neg_biomass,Rhizobia%,Rhizobia_Biomass,TotalFungi%,Total_Fungi_Biomass,Arbuscular_Myc%,Arbuscular_Myc_biomass,Saprophytic%,Saprophytes_Biomass,Protozoan%,Protozoa_biomasss,gram_pos_biomass,gram_pos%,Undifferentiated%,UndifferentiatedBiomass,Fungi_Bacteria,Predator_Prey,Grampos_Gramneg,Sat_Unsat,Mono_Poly,Pre161w7ccy170,Pre181w7ccy190,2N KCl NO3-N ppm N,KCl NH4-N ppm,% Sand,% Silt,% Clay,Texture,Ace Protein g/Kg
248004,"Warm season: Millet Pearl, Buckwheat sunflower, Egyptian wheat, Sorghum Sudan (3 varieties); Cold Season: Season Cereal Rye, Hairy Vetch, Winter Peas, Wheat and Barley",Drilled,No-Till,Pawnee Clay Loam (7501),Cover Crop,High Crop Diversity,Grazing,No Fertilization,,-95.7591,39.5079,W1,W1_F ,Fall,11/27/2023,0,8,6.9,7.2,0.24,NONE,5.3,120,10.4,5.5,63.2,7.1,0.94,2274,314,26,14.4,0,2,79,18,1,41,2.5,177,17.4,10.17,,72,43,0.5,274.9,85,20.4,25.64,155.4,17.4,0,5.5,2.3,,39,21.9,17.1,72,1002,100,93,15.3,2.54,4.9,0.14,172,40,3614,1.555,49.96,1805.72,13.59,491.31,14.15,511.24,0.45,16.44,10.04,362.96,3.44,124.14,6.61,238.82,1.26,45.4,1294.48,35.82,38.74,1399.91,0.201,0.0251,2.532,2.2012,13.5344,2.5983,0.7715,,,8,48,44,Silty Clay,
248005,"Warm season: Millet Pearl, Buckwheat sunflower, Egyptian wheat, Sorghum Sudan (3 varieties); Cold Season: Season Cereal Rye, Hairy Vetch, Winter Peas, Wheat and Barley",Drilled,No-Till,Pawnee Clay Loam (7501),Cover Crop,High Crop Diversity,Grazing,No Fertilization,,-95.7591,39.5072,W1,W1_G ,Fall,11/27/2023,0,8,7.3,7.2,0.24,LOW,6,262,8.5,5.73,36.2,2.6,0.86,3351,331,11,20.2,0,3,83,14,0,87,2.04,195,18.4,10.6,,58,43,0.01,294.5,67,20.4,26.95,150.7,18.4,0,3.5,1.7,,73,43.5,29.5,115,1507,105,74,21.5,3.12,4,0.21,169,19,1556.1,1.501,51.28,797.89,13.78,214.47,17.06,265.4,0,0,12.82,199.47,4.76,74.09,8.06,125.38,0,0,532.5,34.22,35.91,558.74,0.25,ALL PREY,2.0064,1.8641,ALL MONO,3.1035,1.1133,,,6,52,42,Silty Clay,
248006,"Warm season: Millet Pearl, Buckwheat sunflower, Egyptian wheat, Sorghum Sudan (3 varieties); Cold Season: Season Cereal Rye, Hairy Vetch, Winter Peas, Wheat and Barley",Drilled,No-Till,Pawnee Clay Loam (7501),Cover Crop,High Crop Diversity,Grazing,No Fertilization,,-95.7581,39.5079,W1,W1_H ,Fall,11/27/2023,0,8,7,7.2,0.24,LOW,5.6,130,11.2,2.23,31.9,3.9,0.73,3191,440,36,20.1,0,2,79,18,1,19,2.93,182,17.4,10.46,,62,41,0.01,290.6,73,20.3,26.42,159.3,17.4,0,5.8,4.4,,23,11.2,11.8,62,985,113,59,14,2.16,3.4,0.14,169,51,2930.49,1.526,51.71,1515.32,13.03,381.94,14.73,431.73,0.4,11.83,11.83,346.75,3.57,104.69,8.26,242.06,0.59,17.28,1083.59,36.98,35.87,1051.14,0.2288,0.0114,2.5099,2.1232,26.8937,2.4183,0.7026,,,2,54,44,Silty Clay,
54177,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.5132,E1,E1_A ,Spring,4/12/2024,0,8,5.8,6.6,0.06,NONE,2.9,76,10.7,0.47,38,10,0.58,1647,257,8,14.6,27,1,56,15,0,11,1.53,133,8.3,16.02,,11,38,0.1,112,73,10,14.44,84,8.3,0,1.9,2.7,,8,1.1,6.9,41,504,166,60,6.3,0.55,4.5,0.13,99,17,3293.298436,1.720071361,38.42,1265.445263,7.63,251.1955538,23.1,760.8892336,0,0,9.24,304.349231,2.12,69.85911852,7.12,234.4901124,0.98,32.31226574,504.5560295,15.32,43.73,1439.996123,0.240507622,0.025534305,0.66311364,2.007931128,6.210166178,2.464968153,0.748648338,1.89,1.2,26,36,38,Clay Loam,3.61
54178,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7554,39.5132,E1,E1_B ,Spring,4/12/2024,0,8,5.4,6,0.06,NONE,4,92,7.2,0.35,58.1,13.2,0.8,1833,336,15,22.2,45,1,41,13,0,16,2.07,127,9.3,13.66,,45,51,0.3,111,66,11.6,14.34,87.1,9.3,0,3.1,3.2,,9,1.7,7.3,55,466,192,98,5.8,0.48,5.3,0.09,110,24,3654.051402,1.759576638,39.99,1461.142121,8.25,301.3249095,22.74,830.8900202,0,0,9.06,331.0740355,2.19,80.04661719,6.87,251.0274183,1.48,54.13114151,630.2521008,17.25,41.22,1506.379194,0.226585786,0.037047143,0.758526502,2.116642874,5.015026834,2.049500832,0.549029844,2.97,1.83,8,48,44,Silty Clay,4.38
54179,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.5132,E1,E1_C ,Spring,4/12/2024,0,8,5.3,6.2,0.09,NONE,3.9,94,6.9,1.45,80.6,16.1,0.84,2009,326,13,21.1,38,1,48,13,0,19,1.47,132,8.6,15.35,,38,45,0.2,91,61,10.3,12.77,68.8,8.6,0,2.6,3,,11,2.9,8.1,47,479,170,105,5.3,0.68,5.1,0.1,96,19,3065.261834,1.801383154,42.99,1317.686219,9.51,291.555276,24.67,756.1985637,0,0,9.63,295.1721969,2.13,65.28804319,7.5,229.8841537,1.14,34.91114955,561.4876553,18.32,36.73,1125.936992,0.224007956,0.026494281,0.742513517,2.345429127,15.53467337,2.222042794,0.508459626,1.82,1.8,8,52,40,Silty Clay,4.2
54180,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.5121,E1,E1_D ,Spring,4/12/2024,0,8,5.6,6.3,0.08,NONE,3.2,115,8.1,1.27,76.7,14,1.07,2232,389,14,22,33,1,51,15,0,18,1.76,192,12.6,15.24,,33,41,0.7,77,57,15.1,13.18,40,12.6,0,2.4,3.2,,13,3.7,9.3,50,515,174,109,6.3,0.63,4.3,0.11,113,21,6392.285342,1.875136202,25.92,1656.991224,5.42,346.1812144,15.59,996.3531784,0,0,33.61,2148.155835,1.37,87.61266603,32.23,2060.543169,0.68,43.55431689,660.6380455,10.33,34.38,2197.402751,1.296419561,0.026285183,0.663056093,0.981904284,0.397894302,2.461115475,0.730321379,2.46,2.53,16,44,40,Silty Clay,3.7
54181,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7553,39.5121,E1,E1_E ,Spring,4/12/2024,0,8,5.3,6.2,0.1,NONE,3.5,129,8.5,2.4,61.6,15.1,0.96,2152,377,21,22.3,36,1,48,14,0,22,3.01,177,10.5,16.86,,36,45,1.2,105,64,14.7,14.99,59.2,10.5,0,4,3.2,,12,5,7,55,473,206,95,6.1,0.87,4.9,0.1,107,24,4251.688495,1.724038936,41.37,1758.76549,8.92,379.3093322,23.8,1011.951606,0,0,8,340.0775239,1.94,82.69219475,6.05,257.3853292,1.03,43.81276796,746.8138838,17.57,40.68,1729.723381,0.193361495,0.024911091,0.737993674,2.277539415,10.91800303,2.323037791,0.507189542,4.1,3.67,12,44,44,Silty Clay,3.65
54182,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.5121,E1,E1_F ,Spring,4/12/2024,0,8,5.3,5.8,0.1,NONE,3.9,164,8.3,2.3,76.5,20.5,1.11,2169,379,13,26.2,45,2,41,12,0,17,2.03,187,12.3,15.2,,52,55,0.3,105,68,14.6,15.36,56.2,12.3,0,2.7,3.3,,11,1.7,9.3,64,460,213,112,5.5,0.8,5.8,0.17,106,18,4537.706862,1.786237355,43.61,1979.057733,8.89,403.5631502,26.48,1201.741146,0,0,9.55,433.3459113,2.12,96.14036979,7.43,337.2055415,1.11,50.42854833,777.3165867,17.13,36.83,1671.31152,0.218965776,0.02548109,0.646825308,2.114350918,10.9670812,2.341801386,0.484024307,3.22,2.48,2,54,44,Silty Clay,4.79
54183,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.511,E1,E1_G ,Spring,4/12/2024,0,8,5.7,6.4,0.1,NONE,3.2,144,7.7,1.72,85.1,13.7,1.31,2468,438,31,22.1,25,2,55,17,1,26,2.14,231,15.4,15,,44,47,1,89,58,18.5,15.26,38.6,15.4,0,2.3,3,,14,6.6,7.4,50,522,163,91,5.5,0.71,2.8,0.09,115,34,3526.1379,1.726627171,37.82,1333.644499,8.57,302.1953261,21.19,747.0546578,0,0,9.02,318.1291444,1.95,68.8855984,7.07,249.243546,0.97,34.15309341,586.589841,16.64,43.62,1538.015837,0.238541189,0.025608844,0.785203378,2.23943662,4.253646389,2.310810811,0.568259386,2.73,3.59,6,52,42,Silty Clay,3.69
54184,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7553,39.5109,E1,E1_H ,Spring,4/12/2024,0,8,5.5,6,0.1,NONE,3.6,167,8.2,0.88,94.9,16.8,1.45,2433,431,16,26.2,38,2,46,14,0,22,1.27,242,13.4,18.06,,51,54,1.1,106,65,15.8,16.65,43.8,13.4,0,2.1,3.8,,14,4.3,9.7,65,515,210,129,6.7,0.57,3.9,0.14,113,26,3686.162705,1.718485958,40.13,1479.308982,9.18,338.339073,22.84,842.036922,0,0,8.03,295.827923,1.89,69.77925817,6.13,226.0486648,0.95,34.88962909,637.2720601,17.29,41.72,1537.797098,0.199977102,0.023585086,0.756821991,2.253170622,10.77630269,2.23366641,0.574680642,2.23,3.14,8,48,44,Silty Clay,3.04
54185,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.511,E1,E1_I ,Spring,4/12/2024,0,8,5.2,6.1,0.08,NONE,3.5,143,7.8,1.66,100.1,31.9,1.42,2183,362,17,23.6,39,2,46,13,0,26,2.1,210,13.5,15.56,,45,47,0.6,85,56,16.3,14.32,40.5,13.5,0,2.7,3.8,,15,5.6,9.4,59,500,203,123,6.6,0.74,8.1,0.1,105,23,2416.187585,1.670614949,41.61,1005.490601,8.51,205.5745753,23.61,570.5057813,0,0,7.04,170.1763452,1.51,36.3994574,5.54,133.7768878,0.73,17.69911504,434.9848201,18,42.1,1017.246948,0.169247077,0.017602467,0.76245471,2.974910807,16.93395253,1.690202518,0.414917541,3.37,4.16,6,52,42,Silty Clay,4.51
54186,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7532,39.5121,E2,E2_A,Spring,4/12/2024,0,8,5,5.8,0.11,NONE,3.6,119,9.5,1.14,79.4,33.8,1.1,1879,325,13,24,48,1,39,11,0,30,11.81,158,8.4,18.81,,39,42,5.4,104,51,25.6,14.31,65.9,8.4,0,13,8,,14,5.9,8.1,57,457,184,94,6,0.54,8.3,0.08,102,18,2998.727441,1.682192373,38.15,1144.030541,7.45,223.5076354,21.9,656.6982878,0,0,7.87,236.001851,1.54,46.13026377,6.33,189.8715872,1.46,43.67191115,487.3322536,16.25,45.07,1351.515502,0.206289817,0.038173728,0.742094601,2.359231318,7.375668029,1.833185448,0.502137187,14.65,13.25,4,54,42,Silty Clay,4.85
54187,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7532,39.5099,E2,E2_B ,Spring,4/12/2024,0,8,5.1,6.1,0.11,NONE,3.8,167,9,70.75,75.9,39,1.11,1950,344,11,21.9,40,2,45,13,0,72,17.41,189,0.2,189,,47,50,34.7,145,61,52.3,17.11,76.6,0.2,0,20.9,32.6,,46,34.3,11.7,80,509,197,94,6.9,11.51,11.1,0.09,115,20,3918.268334,1.739298095,40.63,1591.839273,7.12,279.0632581,25.49,998.7870871,0,0,9.94,389.62493,1.72,67.5188157,8.22,322.1061143,1,39.31081669,593.0521864,15.14,41.3,1618.430055,0.244763989,0.024695217,0.593772381,2.075606395,4.548248968,2.24283054,0.559883297,22.15,61.95,4,54,42,Silty Clay,2.76
54188,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7517,39.5099,E2,E2_C ,Spring,4/12/2024,0,8,4.9,5.9,0.11,NONE,3.9,156,7.1,1.53,75.9,42,1.13,2093,375,10,24.8,43,2,42,13,0,36,35.31,177,2.1,84.29,,49,53,28.7,112,65,66.1,14.68,63.5,2.1,0,41.4,27.6,,24,12,12,76,516,195,103,6.6,1.31,11.4,0.12,122,21,3034.389317,1.748681487,40.03,1214.521176,7.03,213.2081797,23.7,719.0188848,0,0,10.04,304.7267851,2.16,65.48217678,7.88,239.2446083,0.99,29.97541625,495.5022908,16.33,41.92,1271.957761,0.250902818,0.024680851,0.689136685,1.921269059,14.28483992,2.704607046,0.658804865,41.75,51.55,4,50,46,Silty Clay,2.76
54189,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7528,39.5087,E2,E2_D ,Spring,4/12/2024,0,8,5.4,6.3,0.1,NONE,4,137,5.3,2.3,82.8,15.9,1.07,2415,354,12,22.3,31,2,54,13,0,22,7.03,189,12.4,15.24,,42,45,0.9,127,55,20.3,17.07,67.1,12.4,0,7.5,3.2,,15,5.1,9.9,65,615,167,96,6.6,0.99,4.5,0.07,119,20,4223.841699,1.74289374,41.23,1741.537967,8.9,375.8365508,24.13,1019.047619,0,0,8.14,343.8223938,2.16,91.08751609,5.98,252.7348777,1.43,60.48906049,722.4903475,17.11,40.3,1702.155727,0.197424576,0.034733128,0.708985855,2.071819552,11.66052896,2.491987179,0.661588331,7.77,2.2,6,52,42,Silty Clay,3.03
54190,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7517,39.5087,E2,E2_E ,Spring,4/12/2024,0,8,5,6,0.11,NONE,3.9,180,8.4,0.86,73,30.6,1.01,2056,316,11,23.5,43,2,44,11,0,26,33.81,149,0.2,149,,43,47,35.2,78,59,69.2,11.15,52.4,0.2,0,37.1,34.9,,15,5.6,9.4,83,513,178,97,6.3,0.57,9.4,0.09,100,15,3855.162635,1.797428881,41.41,1596.452136,8.27,318.642204,26.07,1004.861674,0,0,10.77,415.3258479,2.09,80.6516958,8.68,334.6741521,1.16,44.82579002,591.5904619,15.35,38.39,1479.916657,0.260155528,0.02807838,0.588728257,1.873307988,5.491197737,2.548813691,0.674920818,39.45,59.75,10,50,40,Silty Clay,4.43
54191,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7528,39.5076,E2,E2_F ,Spring,4/12/2024,0,8,5.4,6.4,0.14,NONE,3.6,131,6.4,3.65,56.7,11.8,0.91,2573,403,20,22.7,27,1,57,15,0,18,13.31,186,13.5,13.78,,43,50,7.3,109,68,34.2,15.78,58.6,13.5,0,17.3,9.8,,19,7,12,56,588,173,86,6.7,1.1,3.7,0.12,114,24,3665.889387,1.811614914,43.84,1607.055306,9.03,331.0313901,27.43,1005.68012,0,0,9.78,358.6846039,2.04,74.73841555,7.75,283.9461883,1.71,62.66068759,601.3751868,16.4,35.64,1306.457399,0.22319369,0.038990996,0.597978597,2.161974558,16.2519084,2.316847608,0.624877227,18.95,19.05,12,44,44,Silty Clay,3.17
54192,Soybeans,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7516,39.5076,E2,E2_G ,Spring,4/12/2024,0,8,5.4,6.1,0.13,NONE,3.8,142,6.1,1.29,86.9,23.6,1.27,2257,307,9,22.9,38,2,49,11,0,23,8.31,189,12.1,15.62,,39,42,2.7,80,52,23.1,13.32,42.4,12.1,0,9.2,5.2,,15,5.1,9.9,63,594,156,98,6.9,0.73,6.4,0.08,102,17,3027.776287,1.704859019,39.07,1183.055123,7.98,241.506092,24.29,735.5751167,0,0,8,242.2575278,1.83,55.4452257,6.17,186.8123021,1.59,48.03821588,447.4800064,14.78,43.01,1302.211368,0.204772815,0.040605222,0.608340326,2.225576684,8.092691622,2.684640523,0.547708805,10.45,7.4,8,52,40,Silty Clay,3.66
54193,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.5098,E3,E3_A ,Spring,4/12/2024,0,8,5.6,6.4,0.11,NONE,3.6,184,8.7,1.51,58.8,11,1.11,2972,550,16,25.9,23,2,57,18,0,19,2.94,226,13.4,16.87,,53,56,0.8,88,66,17.1,14.88,38.9,13.4,0,3.6,3.8,,14,4.4,9.6,65,576,210,99,9.4,1.12,3.6,0.14,131,22,2985.900942,1.695039016,37.25,1112.336676,7.26,216.6514737,22.13,660.7718019,0,0,8.34,249.0124582,1.97,58.82710422,6.37,190.185354,1.6,47.76663628,451.5648739,15.12,45.55,1360.133698,0.223864288,0.042942607,0.683390049,2.130593948,8.970204842,2.315932572,0.719661101,3.5,3.93,2,48,50,Silty Clay,2.45
54195,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7554,39.5099,E3,E3_B ,Spring,4/12/2024,0,8,5.5,6.2,0.08,NONE,3.6,181,8.7,0.57,73.9,13.5,1.25,2826,495,24,26.4,29,2,53,16,0,23,2.25,241,12.3,19.59,,50,54,0.5,145,67,15.1,19.34,60.3,12.3,0,1.6,3.1,,13,3.8,9.2,62,524,213,110,6.3,0.4,3.5,0.13,118,28,3565.006957,1.766288883,40.12,1430.243814,7.97,284.1067215,23.98,855.0124024,0,0,9.59,342.0352108,2.06,73.50716922,7.53,268.5280416,1.46,52.09026559,575.2314115,16.14,40.86,1456.530946,0.239144688,0.036420549,0.672775517,1.966815369,5.424741124,2.434280639,0.688866434,1.9,3.36,4,48,48,Silty Clay,2.55
54196,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.5099,E3,E3_C ,Spring,4/12/2024,0,8,5.3,5.8,0.1,NONE,3.7,118,7.5,0.77,71.6,24.8,0.96,2212,375,10,26,44,1,42,12,0,23,1.6,156,8.5,18.35,,44,49,0.8,97,62,10.9,13.72,62.3,8.5,0,2.2,5.8,,13,3.9,9.1,52,472,203,113,5.9,0.52,6.9,0.09,101,17,3230.28064,1.649373336,36.74,1186.758701,7.27,234.7203318,21.55,696.1565882,0,0,8.25,266.5435219,1.57,50.74859032,6.68,215.7949316,0.69,22.19845745,490.6021129,15.19,47.06,1520.059628,0.224597908,0.018705115,0.704729541,2.3490067,5.332754342,1.967983992,0.598063236,1.67,1.73,6,50,44,Silty Clay,3.56
54197,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.5087,E3,E3_D ,Spring,4/12/2024,0,8,5.8,6.5,0.1,NONE,4,125,5.9,0.79,53.6,8.5,0.82,2595,445,20,21.7,21,1,60,17,0,19,3.47,156,11.8,13.22,,41,45,0.5,144,57,15.8,17.53,92.5,11.8,0,3.6,7.2,,12,3,9,56,624,167,83,7.1,0.64,3.3,0.11,134,25,3409.512686,1.825960699,44.89,1530.562585,9.11,310.7520602,27.59,940.7890468,0,0,10.02,341.6715333,2.7,91.94731036,7.32,249.724223,1.45,49.5100902,589.7735384,17.3,34.52,1177.016417,0.223232644,0.032347642,0.626892437,1.997774458,20.49475754,2.675047438,0.660533659,4.02,2.07,10,50,40,Silty Clay,3.96
54198,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7554,39.5087,E3,E3_E ,Spring,4/12/2024,0,8,5.5,6,0.09,NONE,4.1,131,7.2,0.74,71.1,22.8,1.08,2565,443,15,26.6,36,1,48,14,0,21,1.39,208,12.6,16.51,,45,49,1.2,113,63,15.2,16.44,54.2,12.6,0,1.9,5.3,,12,3.4,8.6,54,506,185,100,6.2,0.49,5.9,0.11,112,19,3372.468825,1.803321175,39.55,1333.77188,7.45,251.2012356,24.48,825.7350418,0,0,11.93,402.3853106,2.1,70.95870038,9.83,331.4266102,1.11,37.38130649,508.0368379,15.06,39.96,1347.729093,0.301689754,0.028026762,0.615254061,1.754431256,4.497293343,2.515617492,0.687819679,1.77,2.83,10,46,44,Silty Clay,4.33
54199,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.5087,E3,E3_F ,Spring,4/12/2024,0,8,5.5,6.4,0.11,NONE,3.2,135,8,1.5,65,15.4,0.94,2445,416,33,22.6,28,2,54,15,1,26,1.26,224,13.9,16.12,,38,44,0.4,96,57,15.6,15.54,42.9,13.9,0,1.9,3.8,,16,6.2,9.8,54,507,202,101,6.5,0.84,4.5,0.11,109,37,3272.707396,1.735751739,37.36,1222.607446,7.41,242.5662169,22.83,747.1889055,0,0,9.36,306.3468266,1.98,64.84257871,7.38,241.5042479,1.78,58.09595202,475.4185407,14.53,44.09,1443.090955,0.250568429,0.047518075,0.636276231,2.0155963,9.08861186,2.364039409,0.660231239,1.69,2.71,12,44,44,Silty Clay,4.55
54200,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7566,39.5076,E3,E3_G ,Spring,4/12/2024,0,8,6.3,6.7,0.1,NONE,3.6,149,7,0.79,43.3,6.5,0.89,3227,464,15,23.5,13,2,69,16,0,13,1.17,248,18,13.78,,52,54,0.6,72,61,19.7,14.38,29.1,18,0,1.6,3.3,,10,2.4,7.6,54,693,164,73,7.6,0.58,2.5,0.11,126,20,3536.497806,1.76996108,39.46,1395.549604,9.35,330.7595874,23.74,839.4495413,0,0,8.92,315.3740954,2.28,80.68835831,6.64,234.6857371,1.64,58.03749501,556.1000627,15.72,40.63,1436.777024,0.225985586,0.041587554,0.662457998,2.053958375,10.04604226,2.542314335,0.737689658,1.52,2.22,10,46,44,Silty Clay,4.49
54201,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7554,39.5076,E3,E3_H ,Spring,4/12/2024,0,8,5.7,6.4,0.08,NONE,3.8,158,7.3,1.38,57.4,13.8,0.98,2681,447,12,23.7,26,2,56,16,0,20,1.18,232,14.9,15.57,,52,54,0.9,92,64,17,15.48,39.7,14.9,0,1.9,3.8,,13,3.9,9.1,62,588,176,84,6.9,0.74,4,0.12,123,17,2863.250577,1.757146935,39.84,1140.819861,7.24,207.2170901,24.35,697.113164,0,0,9.44,270.2655889,2.19,62.70207852,7.25,207.5635104,1.78,50.89491917,443.7066975,15.5,41.7,1194.053118,0.236904702,0.044612582,0.636491635,1.870438387,9.258209471,2.433819829,0.753686136,2.01,3.57,6,48,46,Silty Clay,4.38
54202,Corn,,No-Till,,No Cover Crop,Low Crop Diversity,,,,-95.7543,39.5076,E3,E3_I ,Spring,4/12/2024,0,8,5.7,6.4,0.08,NONE,3.5,116,6.7,1.27,73.5,16,1,2343,329,14,21.2,30,1,55,13,0,23,2.84,191,12.3,15.53,,29,36,0.7,59,50,15.9,11.49,30.8,12.3,0,2.7,2.9,,13,4.8,8.2,47,561,156,92,6.5,0.63,4.8,0.12,102,19,2589.76297,1.657028642,38.15,987.9066393,7.79,201.8079574,22.68,587.344298,0,0,7.17,185.6935542,1.86,48.19204257,5.31,137.5015117,1.26,32.56137381,400.5623413,15.47,45.63,1181.793445,0.187966703,0.032959971,0.681988984,2.302037079,8.835659613,2.325842697,0.549019608,2.94,2.35,12,52,36,Silty Clay Loam,5.21
54214,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6687,39.3895,S2,S2_A ,Spring,4/12/2024,0,8,5.9,6.4,0.11,NONE,4.7,137,8.5,1.64,130.6,10.5,1.09,2376,344,22,20.9,27,2,57,14,0,11,3.63,295,26.4,11.17,,35,41,0.6,243,55,30.6,27.44,82.4,26.4,0,4,2.8,,10,1.5,8.5,60,693,135,126,8.3,0.69,3.9,0.12,129,27,2685.250269,1.695197997,36.44,978.6293294,7.45,200.0453489,22.34,599.7675869,0,0,8.98,241.2561646,1.86,49.9121365,7.13,191.3440281,1.21,32.39612267,378.8617425,14.11,45.91,1232.923304,0.24652456,0.033103568,0.631680922,2.110509294,4.569227431,2.15687251,0.819862726,4.16,1.9,10,56,34,Silty Clay Loam,6.74
54215,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6677,39.3895,S2,S2_B ,Spring,4/12/2024,0,8,6.3,6.8,0.1,NONE,3.4,141,7.8,0.96,52.2,6.8,0.98,2917,490,25,21.4,11,2,67,19,1,9,1.2,287,26,11.04,,43,47,0.1,99,59,27.3,18.25,34.5,26,0,1.5,3.1,,8,1.5,6.5,53,659,176,81,7.5,0.46,2.3,0.13,146,28,3373.742655,1.888689639,33.52,1130.913256,7.65,258.0171298,19.6,661.0895329,0,0,13.46,454.1131361,1.66,55.92072503,11.8,398.1924111,4.58,154.5413803,469.8237227,13.93,40.79,1376.157753,0.401545507,0.136651843,0.710680928,1.802986111,3.061295478,2.573254671,0.940597345,2.34,4.46,10,48,42,Silty Clay,3.66
54216,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6667,39.3895,S2,S2_C ,Spring,4/12/2024,0,8,6,6.4,0.11,NONE,3.9,128,7,0.88,65,11.7,1.07,2767,502,27,24,23,1,58,17,0,10,1.24,297,26.3,11.29,,53,54,0.2,171,62,27.7,23.54,57.5,26.3,0,2,3.2,,9,1.4,7.6,52,657,178,93,7.1,0.4,3,0.11,148,35,4346.503983,1.798188176,39.61,1721.519788,8.98,390.5044886,23.7,1030.155519,0,0,9.94,431.9446201,2.08,90.49816665,7.86,341.4464534,1.74,75.57845492,691.3642686,15.91,39.73,1726.956632,0.250908891,0.04390217,0.671126112,1.971087278,11.06426954,2.52262931,0.883963733,2.02,4.31,2,54,44,Silty Clay,3.66
54217,Soybeans,,No-Till,,Cover Crop,Low Crop Diversity,,,,-95.6687,39.3885,S2,S2_D ,Spring,4/12/2024,0,8,6.1,6.7,0.13,NONE,4.1,120,8.3,1.2,97.8,9.2,1.08,2280,340,29,17.7,17,2,64,16,1,10,1.88,288,24.7,11.66,,32,38,0.7,101,53,27.3,18.31,35,24.7,0,2.4,3.3,,9,1.5,7.5,56,692,147,96,8.1,0.54,3.2,0.14,134,35,5247.040356,1.792208649,41,2151.219831,10.04,526.7512591,23.85,1251.455295,0,0,9.1,477.2712408,2.31,121.3617634,6.78,355.9094774,1.47,77.08156191,899.7645366,17.15,38.4,2014.716463,0.221860748,0.03583156,0.718974573,2.129337606,15.28655375,2.40258512,0.723874905,2.94,2.97,12,52,36,Silty Clay Loam,5.04
